,Book_Title,Book_Author,Year_Published,Link_To_Image,Average_Rating,Total_Rating,Average_Age
230,A Time to Kill,JOHN GRISHAM,1992,http://images.amazon.com/images/P/0440211727.01.THUMBZZZ.jpg,2.97678916827853,517,35.45283018867924
547,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.THUMBZZZ.jpg,3.535573122529644,506,32.075
324,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,http://images.amazon.com/images/P/0060930535.01.THUMBZZZ.jpg,3.6093117408906883,494,36.76323987538941
401,Summer Sisters,Judy Blume,1999,http://images.amazon.com/images/P/0440226430.01.THUMBZZZ.jpg,3.354771784232365,482,35.15743440233236
141,The Nanny Diaries: A Novel,Emma McLaughlin,2002,http://images.amazon.com/images/P/0312278586.01.THUMBZZZ.jpg,3.5970464135021096,474,34.87096774193548
364,Good in Bed,Jennifer Weiner,2002,http://images.amazon.com/images/P/0743418174.01.THUMBZZZ.jpg,4.040425531914893,470,35.57910447761194
127,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,http://images.amazon.com/images/P/0671021001.01.THUMBZZZ.jpg,3.5705128205128207,468,33.832352941176474
288,Jurassic Park,Michael Crichton,1999,http://images.amazon.com/images/P/0345370775.01.THUMBZZZ.jpg,3.369098712446352,466,34.40934065934066
556,The Notebook,Nicholas Sparks,1998,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,3.4064516129032256,465,35.73887240356083
147,Life of Pi,Yann Martel,2003,http://images.amazon.com/images/P/0156027321.01.THUMBZZZ.jpg,3.9285714285714284,462,37.50402144772118
971,The Summons,John Grisham,2002,http://images.amazon.com/images/P/0440241073.01.THUMBZZZ.jpg,3.1951754385964914,456,40.50841750841751
271,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,http://images.amazon.com/images/P/0671003755.01.THUMBZZZ.jpg,3.495515695067265,446,35.637462235649544
38,Little Altars Everywhere: A Novel,Rebecca Wells,1996,http://images.amazon.com/images/P/0060976845.01.THUMBZZZ.jpg,3.2557603686635943,434,36.458064516129035
336,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,http://images.amazon.com/images/P/1400034779.01.THUMBZZZ.jpg,3.417633410672854,431,41.729032258064514
28,The Five People You Meet in Heaven,Mitch Albom,2003,http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg,4.543325526932084,427,40.54775280898876
1194,The Horse Whisperer,Nicholas Evans,1996,http://images.amazon.com/images/P/0440222656.01.THUMBZZZ.jpg,2.4833333333333334,420,38.353135313531354
660,The Runaway Jury,JOHN GRISHAM,1997,http://images.amazon.com/images/P/0440221471.01.THUMBZZZ.jpg,2.8090692124105012,419,38.52173913043478
332,A Prayer for Owen Meany,John Irving,1990,http://images.amazon.com/images/P/0345361792.01.THUMBZZZ.jpg,3.7815533980582523,412,36.51263537906137
425,The Brethren,John Grisham,2000,http://images.amazon.com/images/P/0440236673.01.THUMBZZZ.jpg,2.7573529411764706,408,37.911877394636015
4,Timeline,MICHAEL CRICHTON,2000,http://images.amazon.com/images/P/0345417623.01.THUMBZZZ.jpg,3.7616707616707616,407,38.72692307692308
22,The Catcher in the Rye,J.D. Salinger,1991,http://images.amazon.com/images/P/0316769487.01.THUMBZZZ.jpg,4.635235732009925,403,30.9527027027027
513,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,http://images.amazon.com/images/P/0385484518.01.THUMBZZZ.jpg,4.406649616368286,391,39.00732600732601
439,1st to Die: A Novel,James Patterson,2002,http://images.amazon.com/images/P/0446610038.01.THUMBZZZ.jpg,3.498721227621483,391,38.63095238095238
5,To Kill a Mockingbird,Harper Lee,1988,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,4.920308483290489,389,31.259124087591243
244,The Rainmaker,JOHN GRISHAM,1996,http://images.amazon.com/images/P/044022165X.01.THUMBZZZ.jpg,2.6580310880829017,386,38.832727272727276
618,Midwives: A Novel,Chris Bohjalian,1998,http://images.amazon.com/images/P/0375706771.01.THUMBZZZ.jpg,3.113157894736842,380,36.35658914728682
959,The Chamber,John Grisham,1995,http://images.amazon.com/images/P/0440220602.01.THUMBZZZ.jpg,2.862796833773087,379,36.992753623188406
14,The Street Lawyer,JOHN GRISHAM,1999,http://images.amazon.com/images/P/0440225701.01.THUMBZZZ.jpg,2.6754617414248023,379,37.65098039215686
664,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,http://images.amazon.com/images/P/0060502258.01.THUMBZZZ.jpg,3.4308510638297873,376,35.985130111524164
320,Message in a Bottle,Nicholas Sparks,1999,http://images.amazon.com/images/P/0446606812.01.THUMBZZZ.jpg,2.6395663956639566,369,35.66535433070866
783,The Bridges of Madison County,Robert James Waller,1992,http://images.amazon.com/images/P/044651652X.01.THUMBZZZ.jpg,3.1005434782608696,368,36.67169811320755
537,Sphere,MICHAEL CRICHTON,1988,http://images.amazon.com/images/P/0345353145.01.THUMBZZZ.jpg,2.75,368,35.19847328244275
188,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,http://images.amazon.com/images/P/0140293248.01.THUMBZZZ.jpg,3.106267029972752,367,32.574803149606296
731,The Client,John Grisham,1994,http://images.amazon.com/images/P/0440213525.01.THUMBZZZ.jpg,3.1397260273972605,365,36.47810218978102
287,Red Dragon,Thomas Harris,2000,http://images.amazon.com/images/P/0440206154.01.THUMBZZZ.jpg,3.6191780821917807,365,33.800796812749006
263,While I Was Gone,Sue Miller,1999,http://images.amazon.com/images/P/0345443284.01.THUMBZZZ.jpg,2.654794520547945,365,38.42857142857143
110,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,http://images.amazon.com/images/P/006101351X.01.THUMBZZZ.jpg,2.392857142857143,364,38.1551724137931
799,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,http://images.amazon.com/images/P/0316284955.01.THUMBZZZ.jpg,3.7724719101123596,356,33.892561983471076
589,The Nanny Diaries: A Novel,Emma McLaughlin,2003,http://images.amazon.com/images/P/0312291639.01.THUMBZZZ.jpg,3.440677966101695,354,35.20152091254753
407,The Reader,Bernhard Schlink,1999,http://images.amazon.com/images/P/0375707972.01.THUMBZZZ.jpg,2.9519774011299433,354,37.46774193548387
680,Harry Potter and the Chamber of Secrets,J. K. Rowling,2000,http://images.amazon.com/images/P/0439064872.01.THUMBZZZ.jpg,4.72934472934473,351,32.547892720306514
311,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,http://images.amazon.com/images/P/0385335482.01.THUMBZZZ.jpg,3.6342857142857143,350,33.051383399209485
356,Bel Canto: A Novel,Ann Patchett,2002,http://images.amazon.com/images/P/0060934417.01.THUMBZZZ.jpg,3.702857142857143,350,39.40343347639485
416,The Partner,John Grisham,1998,http://images.amazon.com/images/P/0440224764.01.THUMBZZZ.jpg,3.160458452722063,349,38.137339055793994
253,SHIPPING NEWS,Annie Proulx,1994,http://images.amazon.com/images/P/0671510053.01.THUMBZZZ.jpg,3.32378223495702,349,37.84878048780488
919,We Were the Mulvaneys,Joyce Carol Oates,1996,http://images.amazon.com/images/P/0452282829.01.THUMBZZZ.jpg,2.8684210526315788,342,38.12068965517241
723,STONES FROM THE RIVER,Ursula Hegi,1997,http://images.amazon.com/images/P/068484477X.01.THUMBZZZ.jpg,2.9530791788856305,341,40.72645739910314
443,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,http://images.amazon.com/images/P/0385492081.01.THUMBZZZ.jpg,3.272727272727273,341,37.320754716981135
212,Me Talk Pretty One Day,David Sedaris,2001,http://images.amazon.com/images/P/0316776963.01.THUMBZZZ.jpg,3.6911764705882355,340,33.92828685258964
956,Harry Potter and the Order of the Phoenix,J. K. Rowling,2003,http://images.amazon.com/images/P/043935806X.01.THUMBZZZ.jpg,5.57185628742515,334,32.57142857142857
846,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,http://images.amazon.com/images/P/0684872153.01.THUMBZZZ.jpg,3.3374233128834354,326,34.81220657276995
79,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,http://images.amazon.com/images/P/0060987103.01.THUMBZZZ.jpg,3.766871165644172,326,34.111570247933884
122,Empire Falls,Richard Russo,2002,http://images.amazon.com/images/P/0375726403.01.THUMBZZZ.jpg,3.454828660436137,321,38.7434554973822
501,Fahrenheit 451,RAY BRADBURY,1987,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,4.40809968847352,321,33.004329004329
176,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,http://images.amazon.com/images/P/0060938455.01.THUMBZZZ.jpg,4.037383177570093,321,33.414414414414416
656,A Map of the World,Jane Hamilton,1999,http://images.amazon.com/images/P/0385720106.01.THUMBZZZ.jpg,2.428125,320,37.205357142857146
550,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,http://images.amazon.com/images/P/0385265700.01.THUMBZZZ.jpg,2.6677115987460813,319,38.759433962264154
375,Cold Mountain : A Novel,CHARLES FRAZIER,1998,http://images.amazon.com/images/P/0375700757.01.THUMBZZZ.jpg,3.35048231511254,311,39.1
417,The Alienist,Caleb Carr,1995,http://images.amazon.com/images/P/0553572997.01.THUMBZZZ.jpg,3.016181229773463,309,37.42986425339367
382,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,http://images.amazon.com/images/P/0375725784.01.THUMBZZZ.jpg,3.423841059602649,302,33.799019607843135
285,American Gods,Neil Gaiman,2002,http://images.amazon.com/images/P/0380789035.01.THUMBZZZ.jpg,4.006622516556291,302,34.25991189427313
167,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.THUMBZZZ.jpg,3.777408637873754,301,31.560669456066947
746,Lucky : A Memoir,Alice Sebold,2002,http://images.amazon.com/images/P/0316096199.01.THUMBZZZ.jpg,3.6212624584717608,301,34.92444444444445
181,Along Came a Spider (Alex Cross Novels),James Patterson,1993,http://images.amazon.com/images/P/0446364193.01.THUMBZZZ.jpg,3.12751677852349,298,36.542857142857144
132,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,http://images.amazon.com/images/P/0842329129.01.THUMBZZZ.jpg,4.026936026936027,297,36.41743119266055
611,The Hours: A Novel,Michael Cunningham,2002,http://images.amazon.com/images/P/0312305060.01.THUMBZZZ.jpg,3.3469387755102042,294,35.04545454545455
178,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,http://images.amazon.com/images/P/0061009059.01.THUMBZZZ.jpg,3.656357388316151,291,40.0625
527,Mystic River,Dennis Lehane,2002,http://images.amazon.com/images/P/0380731851.01.THUMBZZZ.jpg,2.7716262975778547,289,39.46376811594203
55,Congo,Michael Crichton,1995,http://images.amazon.com/images/P/0345378490.01.THUMBZZZ.jpg,2.46875,288,34.21052631578947
536,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,http://images.amazon.com/images/P/0553279912.01.THUMBZZZ.jpg,2.7333333333333334,285,37.943127962085306
260,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,http://images.amazon.com/images/P/0743237188.01.THUMBZZZ.jpg,3.387323943661972,284,38.57222222222222
967,A Walk to Remember,Nicholas Sparks,2000,http://images.amazon.com/images/P/0446608955.01.THUMBZZZ.jpg,3.4295774647887325,284,32.54228855721393
112,Hannibal,Thomas Harris,2000,http://images.amazon.com/images/P/0440224675.01.THUMBZZZ.jpg,2.545774647887324,284,35.46601941747573
924,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,http://images.amazon.com/images/P/0385722206.01.THUMBZZZ.jpg,3.6572438162544167,283,36.85279187817259
583,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,http://images.amazon.com/images/P/0060392452.01.THUMBZZZ.jpg,4.3568904593639575,283,36.024752475247524
667,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,http://images.amazon.com/images/P/0345339681.01.THUMBZZZ.jpg,5.00711743772242,281,31.031413612565444
189,Icy Sparks,Gwyn Hyman Rubio,2001,http://images.amazon.com/images/P/0142000205.01.THUMBZZZ.jpg,3.3898916967509027,277,36.076530612244895
344,The Kitchen God's Wife,Amy Tan,1992,http://images.amazon.com/images/P/080410753X.01.THUMBZZZ.jpg,2.8754578754578755,273,34.85572139303483
460,The Handmaid's Tale,Margaret Atwood,1989,http://images.amazon.com/images/P/0449212602.01.THUMBZZZ.jpg,3.4542124542124544,273,34.58910891089109
548,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,http://images.amazon.com/images/P/0345351525.01.THUMBZZZ.jpg,2.717948717948718,273,31.52093023255814
916,Bridget Jones's Diary,Helen Fielding,1999,http://images.amazon.com/images/P/014028009X.01.THUMBZZZ.jpg,3.751851851851852,270,33.1151832460733
592,ANGELA'S ASHES,Frank McCourt,1996,http://images.amazon.com/images/P/0684874350.01.THUMBZZZ.jpg,4.115241635687732,269,38.41489361702128
129,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,http://images.amazon.com/images/P/0805063897.01.THUMBZZZ.jpg,4.142322097378277,267,39.22162162162162
1001,Two for the Dough,Janet Evanovich,1996,http://images.amazon.com/images/P/0671001795.01.THUMBZZZ.jpg,3.4644194756554305,267,38.11538461538461
95,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,1998,http://images.amazon.com/images/P/0380730138.01.THUMBZZZ.jpg,2.2452830188679247,265,38.10989010989011
775,The Prince of Tides,Pat Conroy,1987,http://images.amazon.com/images/P/0553268880.01.THUMBZZZ.jpg,2.260377358490566,265,39.67934782608695
466,White Oleander : A Novel,Janet Fitch,1999,http://images.amazon.com/images/P/0316569321.01.THUMBZZZ.jpg,3.3962264150943398,265,36.939890710382514
23,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,http://images.amazon.com/images/P/0679429220.01.THUMBZZZ.jpg,3.159090909090909,264,38.42780748663102
124,Black and Blue,ANNA QUINDLEN,1999,http://images.amazon.com/images/P/0440226104.01.THUMBZZZ.jpg,2.79467680608365,263,37.48066298342541
30,The Beach House,James Patterson,2003,http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,3.098859315589354,263,39.31937172774869
650,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,http://images.amazon.com/images/P/1558743669.01.THUMBZZZ.jpg,4.091603053435114,262,34.4
867,Disclosure,Michael Crichton,1994,http://images.amazon.com/images/P/0345391055.01.THUMBZZZ.jpg,2.2162162162162162,259,36.04864864864865
842,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,http://images.amazon.com/images/P/0515131229.01.THUMBZZZ.jpg,3.2713178294573644,258,37.983333333333334
436,Rising Sun,MICHAEL CRICHTON,1992,http://images.amazon.com/images/P/0345380371.01.THUMBZZZ.jpg,2.509727626459144,257,36.87431693989071
1018,The Bonesetter's Daughter,Amy Tan,2002,http://images.amazon.com/images/P/0804114986.01.THUMBZZZ.jpg,3.443579766536965,257,37.48148148148148
1045,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,http://images.amazon.com/images/P/0312983271.01.THUMBZZZ.jpg,3.0428015564202333,257,41.62130177514793
387,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,http://images.amazon.com/images/P/0345339703.01.THUMBZZZ.jpg,4.505836575875486,257,31.074866310160427
929,All I Really Need to Know,ROBERT FULGHUM,1989,http://images.amazon.com/images/P/080410526X.01.THUMBZZZ.jpg,2.8910505836575875,257,37.389830508474574
913,Prodigal Summer: A Novel,Barbara Kingsolver,2001,http://images.amazon.com/images/P/0060959037.01.THUMBZZZ.jpg,4.450592885375494,253,37.83660130718954
593,Violets Are Blue,James Patterson,2002,http://images.amazon.com/images/P/0446611212.01.THUMBZZZ.jpg,2.8095238095238093,252,39.53216374269006
1086,The Cider House Rules,John Irving,1994,http://images.amazon.com/images/P/0345387651.01.THUMBZZZ.jpg,2.8214285714285716,252,34.93529411764706
637,"Girl, Interrupted",SUSANNA KAYSEN,1994,http://images.amazon.com/images/P/0679746048.01.THUMBZZZ.jpg,3.450199203187251,251,32.715053763440864
778,A Bend in the Road,Nicholas Sparks,2002,http://images.amazon.com/images/P/0446611867.01.THUMBZZZ.jpg,3.264,250,36.19512195121951
1248,When the Wind Blows,James Patterson,1999,http://images.amazon.com/images/P/0446607657.01.THUMBZZZ.jpg,2.944,250,40.90229885057471
934,Tara Road,Maeve Binchy,2000,http://images.amazon.com/images/P/0440235596.01.THUMBZZZ.jpg,2.88,250,36.53846153846154
451,The Lost World,Michael Crichton,1996,http://images.amazon.com/images/P/034540288X.01.THUMBZZZ.jpg,2.8152610441767068,249,36.41304347826087
74,Deception Point,Dan Brown,2002,http://images.amazon.com/images/P/0671027387.01.THUMBZZZ.jpg,2.8623481781376516,247,42.090425531914896
6,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002,http://images.amazon.com/images/P/0449005615.01.THUMBZZZ.jpg,4.138211382113822,246,41.032679738562095
136,The Bean Trees,Barbara Kingsolver,1989,http://images.amazon.com/images/P/0060915544.01.THUMBZZZ.jpg,4.086065573770492,244,36.67901234567901
423,Into the Wild,Jon Krakauer,1997,http://images.amazon.com/images/P/0385486804.01.THUMBZZZ.jpg,4.229508196721311,244,35.6219512195122
278,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,http://images.amazon.com/images/P/0345384466.01.THUMBZZZ.jpg,3.1769547325102883,243,33.454054054054055
626,I Know This Much Is True,Wally Lamb,1999,http://images.amazon.com/images/P/0060987561.01.THUMBZZZ.jpg,3.2107438016528924,242,36.37988826815643
597,The King of Torts,JOHN GRISHAM,2003,http://images.amazon.com/images/P/0440241537.01.THUMBZZZ.jpg,2.908713692946058,241,41.18617021276596
526,Black Notice,Patricia Daniels Cornwell,2000,http://images.amazon.com/images/P/0425175405.01.THUMBZZZ.jpg,2.8326359832635983,239,38.99404761904762
581,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,http://images.amazon.com/images/P/051513287X.01.THUMBZZZ.jpg,2.9746835443037973,237,38.05487804878049
291,Neverwhere,Neil Gaiman,1998,http://images.amazon.com/images/P/0380789019.01.THUMBZZZ.jpg,4.265822784810126,237,32.248520710059175
1241,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,http://images.amazon.com/images/P/0553280341.01.THUMBZZZ.jpg,2.7584745762711864,236,36.65745856353591
414,Lord of the Flies,William Gerald Golding,1959,http://images.amazon.com/images/P/0399501487.01.THUMBZZZ.jpg,3.6723404255319148,235,29.882978723404257
833,Silence of the Lambs,Thomas Harris,1991,http://images.amazon.com/images/P/0312924585.01.THUMBZZZ.jpg,3.9872340425531916,235,33.23888888888889
643,Watership Down,Richard Adams,1976,http://images.amazon.com/images/P/0380002930.01.THUMBZZZ.jpg,3.699570815450644,233,31.947674418604652
347,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,http://images.amazon.com/images/P/0140244824.01.THUMBZZZ.jpg,1.8577586206896552,232,37.20261437908497
66,Roses Are Red (Alex Cross Novels),James Patterson,2001,http://images.amazon.com/images/P/0446605484.01.THUMBZZZ.jpg,3.0,230,39.37410071942446
210,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,http://images.amazon.com/images/P/0064407667.01.THUMBZZZ.jpg,3.621739130434783,230,31.474285714285713
276,Kiss the Girls,James Patterson,1995,http://images.amazon.com/images/P/0446601241.01.THUMBZZZ.jpg,2.7816593886462884,229,36.96875
711,2nd Chance,James Patterson,2003,http://images.amazon.com/images/P/0446612790.01.THUMBZZZ.jpg,3.034934497816594,229,39.15584415584416
983,From Potter's Field,Patricia Daniels Cornwell,1996,http://images.amazon.com/images/P/0425154092.01.THUMBZZZ.jpg,3.296943231441048,229,38.45679012345679
758,Circle of Friends,Maeve Binchy,1991,http://images.amazon.com/images/P/0440211263.01.THUMBZZZ.jpg,2.816593886462882,229,35.59281437125748
26,The Pillars of the Earth,Ken Follett,1996,http://images.amazon.com/images/P/0451166892.01.THUMBZZZ.jpg,3.2017543859649122,228,36.47826086956522
430,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,http://images.amazon.com/images/P/0062502182.01.THUMBZZZ.jpg,3.719298245614035,228,34.41558441558441
1478,The Hundred Secret Senses,Amy Tan,1996,http://images.amazon.com/images/P/080411109X.01.THUMBZZZ.jpg,2.8991228070175437,228,36.9
804,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,http://images.amazon.com/images/P/0060987529.01.THUMBZZZ.jpg,3.241228070175439,228,33.61878453038674
632,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,http://images.amazon.com/images/P/0786881852.01.THUMBZZZ.jpg,3.293859649122807,228,38.51724137931034
450,Here on Earth,Alice Hoffman,1998,http://images.amazon.com/images/P/0425167313.01.THUMBZZZ.jpg,2.2555066079295156,227,38.175324675324674
51,The God of Small Things,Arundhati Roy,1998,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,3.2964601769911503,226,34.1437908496732
1057,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,2001,http://images.amazon.com/images/P/0439136369.01.THUMBZZZ.jpg,5.345132743362832,226,32.741379310344826
781,One Door Away from Heaven,Dean R. Koontz,2002,http://images.amazon.com/images/P/0553582755.01.THUMBZZZ.jpg,3.28,225,39.9079754601227
640,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,http://images.amazon.com/images/P/0312966970.01.THUMBZZZ.jpg,3.7244444444444444,225,37.75776397515528
998,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,http://images.amazon.com/images/P/0312966091.01.THUMBZZZ.jpg,3.4598214285714284,224,37.909677419354836
949,P Is for Peril,Sue Grafton,2002,http://images.amazon.com/images/P/0449003795.01.THUMBZZZ.jpg,2.6486486486486487,222,41.47857142857143
605,The Body Farm,Patricia Daniels Cornwell,1995,http://images.amazon.com/images/P/0425147622.01.THUMBZZZ.jpg,2.9279279279279278,222,37.98051948051948
544,Bridget Jones: The Edge of Reason,Helen Fielding,2001,http://images.amazon.com/images/P/0140298479.01.THUMBZZZ.jpg,3.8552036199095023,221,33.22981366459627
171,Angela's Ashes: A Memoir,Frank McCourt,1999,http://images.amazon.com/images/P/068484267X.01.THUMBZZZ.jpg,3.6818181818181817,220,37.1474358974359
1075,The Last Precinct,Patricia Cornwell,2001,http://images.amazon.com/images/P/0425180638.01.THUMBZZZ.jpg,2.790909090909091,220,38.53793103448276
1613,The Saving Graces: A Novel,Patricia Gaffney,2000,http://images.amazon.com/images/P/0061097101.01.THUMBZZZ.jpg,2.835616438356164,219,39.01470588235294
942,The Green Mile,Stephen King,1999,http://images.amazon.com/images/P/0671041789.01.THUMBZZZ.jpg,3.643835616438356,219,32.75
832,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,http://images.amazon.com/images/P/0425152251.01.THUMBZZZ.jpg,3.3256880733944953,218,32.416666666666664
767,Dreamcatcher,Stephen King,2001,http://images.amazon.com/images/P/074343627X.01.THUMBZZZ.jpg,3.1376146788990824,218,35.91489361702128
551,How to Be Good,Nick Hornby,2002,http://images.amazon.com/images/P/1573229326.01.THUMBZZZ.jpg,3.19815668202765,217,34.255319148936174
1718,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,http://images.amazon.com/images/P/0553250426.01.THUMBZZZ.jpg,3.384259259259259,216,33.98701298701299
292,The Thorn Birds,Colleen McCullough,1978,http://images.amazon.com/images/P/0380018179.01.THUMBZZZ.jpg,2.7268518518518516,216,36.829268292682926
1343,Outlander,DIANA GABALDON,1992,http://images.amazon.com/images/P/0440212561.01.THUMBZZZ.jpg,4.171296296296297,216,36.290780141843975
35,The Girl Who Loved Tom Gordon,Stephen King,2000,http://images.amazon.com/images/P/0671042858.01.THUMBZZZ.jpg,3.135514018691589,214,33.86
376,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,http://images.amazon.com/images/P/0070212570.01.THUMBZZZ.jpg,3.4694835680751175,213,36.52866242038217
355,At Home in Mitford (The Mitford Years),Jan Karon,1996,http://images.amazon.com/images/P/014025448X.01.THUMBZZZ.jpg,3.042452830188679,212,42.10236220472441
1119,The English Patient,Michael Ondaatje,1996,http://images.amazon.com/images/P/0679745203.01.THUMBZZZ.jpg,3.1556603773584904,212,36.89333333333333
1070,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,http://images.amazon.com/images/P/0609804138.01.THUMBZZZ.jpg,3.490566037735849,212,38.460431654676256
